episode,reward,avg_reward,epsilon,duration
282,-0.8485413445830261,-7.862296370908614,0.24328132378095624,0.8745741844177246
283,-294.4518916933537,-9.007654224352907,0.24206491716205145,0.8279426097869873
284,-21.860240866050106,-9.568397864553328,0.2408545925762412,0.8593051433563232
285,-201.49734235747903,-10.13840936004482,0.23965031961336,0.8643839359283447
286,-23.063523900762192,-10.345431639266385,0.2384520680152932,0.8723533153533936
287,-9.335446181774131,-10.008493203244356,0.23725980767521673,0.8846259117126465
288,27.488362112946817,-9.004611802793292,0.23607350863684065,0.8782870769500732
289,67.26669900622964,-8.639456105957176,0.23489314109365644,0.8714883327484131
290,-33.17044053840637,-8.896781032335385,0.23371867538818816,0.88088059425354
291,212.68262978729607,-5.831388841037077,0.23255008201124722,0.8268499374389648
292,41.519280669659395,-5.514566996939104,0.231387331601191,0.8800661563873291
293,38.066629410654315,-5.566288799241554,0.23023039494318503,0.8878655433654785
294,24.45558616232873,-4.882190935582294,0.2290792429684691,0.8860087394714355
295,20.28101974812151,-4.199675398378815,0.22793384675362674,0.883171558380127
296,-51.42621384102105,-4.795837772700934,0.22679417751985861,0.904651403427124
297,-28.381136728517703,-5.380332574414087,0.22566020663225933,0.9312014579772949
298,49.224874345034365,-5.034630522856486,0.22453190559909803,0.9657845497131348
299,35.35040465083719,-4.9642982316322595,0.22340924607110255,1.0129129886627197
300,39.974186951227495,-4.755385681719331,0.22229219984074702,1.010725498199463
301,28.791359507411727,-5.066810924962906,0.2211807388415433,1.0263960361480713
302,32.04292656984926,-3.698490099430082,0.22007483514733558,0.9097535610198975
303,46.302402710475036,-3.665638832340759,0.2189744609715989,0.8987951278686523
304,24.64082630623878,-3.3830204485941646,0.2178795886667409,0.8862476348876953
305,45.72873921033741,-2.275814459158849,0.2167901907234072,0.8672788143157959
306,38.70971489784122,-2.112361407794801,0.21570623976979014,0.8604598045349121
307,-59.65875086474418,-2.681023542986062,0.21462770857094118,0.862907886505127
308,35.48521193248034,-2.422193955027309,0.21355457002808648,0.8639872074127197
309,16.06499934003503,-4.207403838134181,0.21248679717794605,0.8748316764831543
310,-6.686065385185174,-4.413117245675621,0.21142436319205632,0.8566544055938721
311,46.53267524850369,-4.062248641096426,0.21036724137609603,0.8857321739196777
312,-15.08777937161922,-4.058602192413432,0.20931540516921554,0.946336030960083
313,4.4077084785401865,-4.056781830240412,0.20826882814336947,0.9512481689453125
314,-1.4697320527136242,-3.8448099799662816,0.20722748400265262,0.8795285224914551
315,51.36507674765588,-3.3617873655188815,0.20619134658263935,0.8708372116088867
316,34.939833425849685,-3.1638187662068744,0.20516038984972615,0.8697154521942139
317,38.60637950376422,-2.8901543363392346,0.2041345879004775,0.8707516193389893
318,51.804604805007585,-2.275392286090551,0.2031139149609751,0.8636324405670166
319,-2.921412093631915,-2.0671155035003994,0.20209834538617025,0.8697986602783203
320,55.718330832131215,-1.1228316115792822,0.2010878536592394,0.8672075271606445
321,43.3470347243622,-0.41980122437886735,0.2000824143909432,0.8623981475830078
322,18.719435097582647,-0.24721855268999718,0.19908200231898848,0.863703727722168
323,28.793981240063914,0.7304374814946226,0.19808659230739353,0.8660378456115723
324,7.789819871455435,1.0206070031624304,0.19709615934585656,0.8622922897338867
325,11.342340669527658,1.19965911572613,0.19611067854912728,0.8751282691955566
326,58.8968152640462,2.6835589009363243,0.19513012515638165,0.860896110534668
327,-2.5233111847862517,2.8957346010141123,0.19415447453059972,0.8598434925079346
328,-45.66642632062732,2.6194091630846312,0.19318370215794672,0.8770809173583984
329,46.026952055215844,3.234064510169259,0.192217783647157,0.8663821220397949
330,29.074672253735372,3.893903006280591,0.1912566947289212,0.8653318881988525
331,10.76696725462378,4.089200883137812,0.1903004112552766,0.903092622756958
332,24.22575710055233,4.561875338226562,0.18934890919900021,0.874967098236084
333,57.35929416579009,5.153374072125186,0.18840216465300522,0.8743164539337158
334,28.37196172580869,10.798161272823815,0.18746015382974018,0.8585448265075684
335,50.18879537370802,12.936363266634947,0.1865228530605915,0.9229934215545654
336,-22.7876571701765,12.860991493918007,0.18559023879528855,0.9670331478118896
337,26.98742131230236,16.9862087693885,0.1846622876013121,1.0051543712615967
338,36.113207240521916,17.514215521354235,0.18373897616330553,0.9702367782592773
339,38.567711407251664,17.966080159827328,0.182820281282489,0.9440443515777588
340,-32.94256989757716,17.21235089308434,0.18190617987607657,0.9632766246795654
341,29.33084218662978,17.63447879806944,0.18099664897669618,0.9020805358886719
342,-36.35492839577793,17.142025678500914,0.1800916657318127,0.9036777019500732
343,43.20609940395505,17.60697110750564,0.17919120740315364,0.8877530097961426
344,55.96589873072506,18.311961700411892,0.17829525136613786,0.8574683666229248
345,-24.26545346441864,18.143708597918607,0.17740377510930716,0.8581445217132568
346,-0.5767386062741195,18.02391255338565,0.17651675623376062,0.854602575302124
347,2.307895471274861,18.04756470121332,0.1756341724525918,0.8634095191955566
348,18.058458345875152,17.864426241264496,0.17475600159032884,0.863494873046875
349,39.73367955249549,18.11643202334531,0.17388222158237718,0.8586273193359375
350,-4.119291678622346,17.903916988385472,0.1730128104744653,0.8531770706176758
351,34.92057778444887,18.193065718196713,0.17214774642209296,0.8541698455810547
352,39.111998384267096,17.877705574345963,0.1712870076899825,0.8530302047729492
353,-18.169675624065093,17.817415629116077,0.17043057265153258,0.8588669300079346
354,46.00172921773792,18.29373383253627,0.16957841978827493,0.8595695495605469
355,24.53808819682152,18.62831915654988,0.16873052768933355,0.8625593185424805
356,30.680745548017327,18.262548139708123,0.1678868750508869,0.8677482604980469
357,-7.477334945529691,17.97431938947924,0.16704744067563246,0.8613951206207275
358,-3.467617950022202,17.57159252320231,0.1662122034722543,0.866297721862793
359,48.47378944040091,18.342673232944687,0.16538114245489302,0.8731892108917236
360,35.56537215591223,18.57208177919798,0.16455423674261854,0.8606438636779785
361,10.783558220982556,17.987986966700486,0.16373146555890544,0.9163258075714111
362,32.550824546635155,17.924121597030393,0.16291280823111093,0.9478099346160889
363,30.24935038474203,17.566982788996032,0.16209824418995536,0.9725058078765869
364,17.549220566570767,17.677096544311574,0.16128775296900558,0.981165885925293
365,-48.42837185326218,17.069290695659078,0.16048131420416054,1.000910758972168
366,15.960619465380915,17.017528184999904,0.15967890763313974,0.8959832191467285
367,36.028701872497805,17.228818303116793,0.15888051309497406,0.8980624675750732
368,32.916797214567666,17.34787136977353,0.1580861105294992,0.8816592693328857
369,31.71164228481055,17.34267224935629,0.1572956799768517,0.8713033199310303
370,-8.240044212035826,16.9637906465523,0.15650920157696743,0.8660967350006104
